==========================================================
DETAILED LAGRANGEAN AUGMENTATION REPORT: (CVS DATA FORMAT)
ITER, DUAL BEST, PRIM BEST, GAP (pu), ELAPSED TIME (mseg)
41, 389679.55281478947, 394908.54971744947, 0.01341871, 219
42, 389679.55281478947, 394908.54971744947, 0.01341871, 234
43, 389679.55281478947, 394908.54971744947, 0.01341871, 234
44, 389679.55281478947, 394908.54971744947, 0.01341871, 234
45, 389679.55281478947, 394908.54971744947, 0.01341871, 250
46, 389679.55281478947, 394908.54971744947, 0.01341871, 250
47, 389679.55281478947, 394908.54971744947, 0.01341871, 250
48, 389679.55281478947, 394908.54971744947, 0.01341871, 265
49, 389679.55281478947, 394908.54971744947, 0.01341871, 265
50, 389679.55281478947, 394908.54971744947, 0.01341871, 265
51, 389679.55281478947, 394908.54971744947, 0.01341871, 281
52, 389679.55281478947, 394908.54971744947, 0.01341871, 281
53, 389679.55281478947, 394908.54971744947, 0.01341871, 281
54, 389679.55281478947, 394908.54971744947, 0.01341871, 297
55, 389679.55281478947, 394908.54971744947, 0.01341871, 297
56, 389679.55281478947, 394908.54971744947, 0.01341871, 297
57, 389679.55281478947, 394908.54971744947, 0.01341871, 312
58, 389679.55281478947, 394908.54971744947, 0.01341871, 312
59, 389679.55281478947, 394908.54971744947, 0.01341871, 312
60, 389679.55281478947, 394908.54971744947, 0.01341871, 312
61, 389679.55281478947, 394908.54971744947, 0.01341871, 328
62, 389679.55281478947, 394908.54971744947, 0.01341871, 328
63, 389679.55281478947, 394908.54971744947, 0.01341871, 343
64, 389679.55281478947, 394908.54971744947, 0.01341871, 343
65, 389679.55281478947, 394908.54971744947, 0.01341871, 359
66, 389679.55281478947, 394908.54971744947, 0.01341871, 359
67, 389679.55281478947, 394908.54971744947, 0.01341871, 359
68, 389679.55281478947, 394908.54971744947, 0.01341871, 375
69, 389679.55281478947, 394908.54971744947, 0.01341871, 375
70, 389679.55281478947, 394908.54971744947, 0.01341871, 375
71, 389679.55281478947, 394908.54971744947, 0.01341871, 390
72, 389679.55281478947, 394908.54971744947, 0.01341871, 390
73, 389679.55281478947, 394908.54971744947, 0.01341871, 390
74, 389679.55281478947, 394908.54971744947, 0.01341871, 406
75, 389679.55281478947, 394908.54971744947, 0.01341871, 406
76, 389679.55281478947, 394908.54971744947, 0.01341871, 406
77, 389679.55281478947, 394908.54971744947, 0.01341871, 406
78, 389679.55281478947, 394908.54971744947, 0.01341871, 421
79, 389679.55281478947, 394908.54971744947, 0.01341871, 421
80, 389679.55281478947, 394908.54971744947, 0.01341871, 421
81, 389679.55281478947, 394908.54971744947, 0.01341871, 437
82, 389679.55281478947, 394908.54971744947, 0.01341871, 437
83, 389679.55281478947, 394908.54971744947, 0.01341871, 437
84, 389679.55281478947, 394908.54971744947, 0.01341871, 453
85, 389679.55281478947, 394908.54971744947, 0.01341871, 453
86, 389679.55281478947, 394908.54971744947, 0.01341871, 468
87, 389679.55281478947, 394908.54971744947, 0.01341871, 468
88, 389679.55281478947, 394908.54971744947, 0.01341871, 484
89, 389679.55281478947, 394908.54971744947, 0.01341871, 484
90, 389679.55281478947, 394908.54971744947, 0.01341871, 484
91, 389679.55281478947, 394908.54971744947, 0.01341871, 499
92, 389679.55281478947, 394908.54971744947, 0.01341871, 499
93, 389679.55281478947, 394908.54971744947, 0.01341871, 499
94, 389679.55281478947, 394908.54971744947, 0.01341871, 515
95, 389679.55281478947, 394908.54971744947, 0.01341871, 515
96, 389679.55281478947, 394908.54971744947, 0.01341871, 515
97, 389679.55281478947, 394908.54971744947, 0.01341871, 531
98, 389679.55281478947, 394908.54971744947, 0.01341871, 531
99, 389679.55281478947, 394908.54971744947, 0.01341871, 531
100, 389679.55281478947, 394908.54971744947, 0.01341871, 546
101, 389679.55281478947, 394908.54971744947, 0.01341871, 546
102, 389679.55281478947, 394908.54971744947, 0.01341871, 546
103, 389679.55281478947, 394908.54971744947, 0.01341871, 562
104, 389679.55281478947, 394908.54971744947, 0.01341871, 562
105, 389679.55281478947, 394908.54971744947, 0.01341871, 562
106, 389679.55281478947, 394908.54971744947, 0.01341871, 577
107, 389679.55281478947, 394908.54971744947, 0.01341871, 577
108, 389679.55281478947, 394908.54971744947, 0.01341871, 593
109, 389679.55281478947, 394908.54971744947, 0.01341871, 593
110, 389679.55281478947, 394908.54971744947, 0.01341871, 609
111, 389679.55281478947, 394908.54971744947, 0.01341871, 609
112, 389679.55281478947, 394908.54971744947, 0.01341871, 609
113, 389679.55281478947, 394908.54971744947, 0.01341871, 609
114, 389679.55281478947, 394908.54971744947, 0.01341871, 624
115, 389679.55281478947, 394908.54971744947, 0.01341871, 624
116, 389679.55281478947, 394908.54971744947, 0.01341871, 624
117, 389679.55281478947, 394908.54971744947, 0.01341871, 640
118, 389679.55281478947, 394908.54971744947, 0.01341871, 640
119, 389679.55281478947, 394908.54971744947, 0.01341871, 640
120, 389679.55281478947, 394908.54971744947, 0.01341871, 655
121, 389679.55281478947, 394908.54971744947, 0.01341871, 655
122, 389679.55281478947, 394908.54971744947, 0.01341871, 655
123, 389679.55281478947, 394908.54971744947, 0.01341871, 671
124, 389679.55281478947, 394908.54971744947, 0.01341871, 671
125, 389679.55281478947, 394908.54971744947, 0.01341871, 671
126, 389679.55281478947, 394908.54971744947, 0.01341871, 671
127, 389679.55281478947, 394908.54971744947, 0.01341871, 687
128, 389679.55281478947, 394908.54971744947, 0.01341871, 687
129, 389679.55281478947, 394908.54971744947, 0.01341871, 687
130, 389679.55281478947, 394908.54971744947, 0.01341871, 702
131, 389679.55281478947, 394908.54971744947, 0.01341871, 702
132, 389679.55281478947, 394908.54971744947, 0.01341871, 718
133, 389679.55281478947, 394908.54971744947, 0.01341871, 718
134, 389679.55281478947, 394908.54971744947, 0.01341871, 733
135, 389679.55281478947, 394908.54971744947, 0.01341871, 733
136, 389679.55281478947, 394908.54971744947, 0.01341871, 733
137, 389679.55281478947, 394908.54971744947, 0.01341871, 749
138, 389679.55281478947, 394908.54971744947, 0.01341871, 749
139, 389679.55281478947, 394908.54971744947, 0.01341871, 749
140, 389679.55281478947, 394908.54971744947, 0.01341871, 765
141, 389679.55281478947, 394908.54971744947, 0.01341871, 765
142, 389679.55281478947, 394908.54971744947, 0.01341871, 765
143, 389679.55281478947, 394908.54971744947, 0.01341871, 780
144, 389679.55281478947, 394908.54971744947, 0.01341871, 780
145, 389679.55281478947, 394908.54971744947, 0.01341871, 780
146, 389679.55281478947, 394908.54971744947, 0.01341871, 780
147, 389679.55281478947, 394908.54971744947, 0.01341871, 796
148, 389679.55281478947, 394908.54971744947, 0.01341871, 796
149, 389679.55281478947, 394908.54971744947, 0.01341871, 796
150, 389679.55281478947, 394908.54971744947, 0.01341871, 811
151, 389679.55281478947, 394908.54971744947, 0.01341871, 811
152, 389679.55281478947, 394908.54971744947, 0.01341871, 811
153, 389679.55281478947, 394908.54971744947, 0.01341871, 827
154, 389679.55281478947, 394908.54971744947, 0.01341871, 843
155, 389679.55281478947, 394908.54971744947, 0.01341871, 843
156, 389679.55281478947, 394908.54971744947, 0.01341871, 843
157, 389679.55281478947, 394908.54971744947, 0.01341871, 858
158, 389679.55281478947, 394908.54971744947, 0.01341871, 858
159, 389679.55281478947, 394908.54971744947, 0.01341871, 858
160, 389679.55281478947, 394908.54971744947, 0.01341871, 874
161, 389679.55281478947, 394908.54971744947, 0.01341871, 874
162, 389679.55281478947, 394908.54971744947, 0.01341871, 874
163, 389679.55281478947, 394908.54971744947, 0.01341871, 889
164, 389679.55281478947, 394908.54971744947, 0.01341871, 889
165, 389679.55281478947, 394908.54971744947, 0.01341871, 889
166, 389679.55281478947, 394908.54971744947, 0.01341871, 905
167, 389679.55281478947, 394908.54971744947, 0.01341871, 905
168, 389679.55281478947, 394908.54971744947, 0.01341871, 905
169, 389679.55281478947, 394908.54971744947, 0.01341871, 905
170, 389679.55281478947, 394908.54971744947, 0.01341871, 921
171, 389679.55281478947, 394908.54971744947, 0.01341871, 921
172, 389679.55281478947, 394908.54971744947, 0.01341871, 921
173, 389679.55281478947, 394908.54971744947, 0.01341871, 936
174, 389679.55281478947, 394908.54971744947, 0.01341871, 936
175, 389679.55281478947, 394908.54971744947, 0.01341871, 936
176, 389679.55281478947, 394908.54971744947, 0.01341871, 952
177, 389679.55281478947, 394908.54971744947, 0.01341871, 967
178, 389679.55281478947, 394908.54971744947, 0.01341871, 967
179, 389679.55281478947, 394908.54971744947, 0.01341871, 967
180, 389679.55281478947, 394908.54971744947, 0.01341871, 983
181, 389679.55281478947, 394908.54971744947, 0.01341871, 983
182, 389679.55281478947, 394908.54971744947, 0.01341871, 983
183, 389679.55281478947, 394908.54971744947, 0.01341871, 999
184, 389679.55281478947, 394908.54971744947, 0.01341871, 999
185, 389679.55281478947, 394908.54971744947, 0.01341871, 999
186, 389679.55281478947, 394908.54971744947, 0.01341871, 999
187, 389679.55281478947, 394908.54971744947, 0.01341871, 1014
188, 389679.55281478947, 394908.54971744947, 0.01341871, 1014
189, 389679.55281478947, 394908.54971744947, 0.01341871, 1014
190, 389679.55281478947, 394908.54971744947, 0.01341871, 1030
191, 389679.55281478947, 394908.54971744947, 0.01341871, 1030
192, 389679.55281478947, 394908.54971744947, 0.01341871, 1030
193, 389679.55281478947, 394908.54971744947, 0.01341871, 1045
194, 389679.55281478947, 394908.54971744947, 0.01341871, 1045
195, 389679.55281478947, 394908.54971744947, 0.01341871, 1045
196, 389679.55281478947, 394908.54971744947, 0.01341871, 1061
197, 389679.55281478947, 394908.54971744947, 0.01341871, 1061
198, 389679.55281478947, 394908.54971744947, 0.01341871, 1061
199, 389679.55281478947, 394908.54971744947, 0.01341871, 1077
200, 389679.55281478947, 394908.54971744947, 0.01341871, 1092
201, 389679.55281478947, 394908.54971744947, 0.01341871, 1092
202, 389679.55281478947, 394908.54971744947, 0.01341871, 1092
203, 389679.55281478947, 394908.54971744947, 0.01341871, 1092
204, 389679.55281478947, 394908.54971744947, 0.01341871, 1108
205, 389679.55281478947, 394908.54971744947, 0.01341871, 1108
206, 389679.55281478947, 394908.54971744947, 0.01341871, 1108
207, 389679.55281478947, 394908.54971744947, 0.01341871, 1123
208, 389679.55281478947, 394908.54971744947, 0.01341871, 1123
209, 389679.55281478947, 394908.54971744947, 0.01341871, 1123
210, 389679.55281478947, 394908.54971744947, 0.01341871, 1139
211, 389679.55281478947, 394908.54971744947, 0.01341871, 1139
212, 389679.55281478947, 394908.54971744947, 0.01341871, 1139
213, 389679.55281478947, 394908.54971744947, 0.01341871, 1155
214, 389679.55281478947, 394908.54971744947, 0.01341871, 1155
215, 389679.55281478947, 394908.54971744947, 0.01341871, 1155
216, 389679.55281478947, 394908.54971744947, 0.01341871, 1170
217, 389679.55281478947, 394908.54971744947, 0.01341871, 1170
218, 389679.55281478947, 394908.54971744947, 0.01341871, 1170
219, 389679.55281478947, 394908.54971744947, 0.01341871, 1170
220, 389679.55281478947, 394908.54971744947, 0.01341871, 1186
221, 389679.55281478947, 394908.54971744947, 0.01341871, 1201
222, 389679.55281478947, 394908.54971744947, 0.01341871, 1201
223, 389679.55281478947, 394908.54971744947, 0.01341871, 1201
224, 389679.55281478947, 394908.54971744947, 0.01341871, 1217
225, 389679.55281478947, 394908.54971744947, 0.01341871, 1217
226, 389679.55281478947, 394908.54971744947, 0.01341871, 1217
227, 389679.55281478947, 394908.54971744947, 0.01341871, 1233
228, 389679.55281478947, 394908.54971744947, 0.01341871, 1233
229, 389679.55281478947, 394908.54971744947, 0.01341871, 1233
230, 389679.55281478947, 394908.54971744947, 0.01341871, 1248
231, 389679.55281478947, 394908.54971744947, 0.01341871, 1248
232, 389679.55281478947, 394908.54971744947, 0.01341871, 1248
233, 389679.55281478947, 394908.54971744947, 0.01341871, 1264
234, 389679.55281478947, 394908.54971744947, 0.01341871, 1264
235, 389679.55281478947, 394908.54971744947, 0.01341871, 1264
236, 389679.55281478947, 394908.54971744947, 0.01341871, 1264
237, 389679.55281478947, 394908.54971744947, 0.01341871, 1279
238, 389679.55281478947, 394908.54971744947, 0.01341871, 1279
239, 389679.55281478947, 394908.54971744947, 0.01341871, 1279
240, 389679.55281478947, 394908.54971744947, 0.01341871, 1295
241, 389679.55281478947, 394908.54971744947, 0.01341871, 1295
242, 389679.55281478947, 394908.54971744947, 0.01341871, 1295
243, 389679.55281478947, 394908.54971744947, 0.01341871, 1311
244, 389679.55281478947, 394908.54971744947, 0.01341871, 1311
245, 389679.55281478947, 394908.54971744947, 0.01341871, 1326
246, 389679.55281478947, 394908.54971744947, 0.01341871, 1326
247, 389679.55281478947, 394908.54971744947, 0.01341871, 1342
248, 389681.191131108, 394908.54971744947, 0.013414449, 1342
249, 389681.191131108, 394908.54971744947, 0.013414449, 1342
250, 389681.191131108, 394908.54971744947, 0.013414449, 1357
251, 389681.191131108, 394908.54971744947, 0.013414449, 1357
252, 389681.191131108, 394908.54971744947, 0.013414449, 1357
253, 389681.191131108, 394908.54971744947, 0.013414449, 1373
254, 389681.191131108, 394908.54971744947, 0.013414449, 1373
255, 389681.191131108, 394908.54971744947, 0.013414449, 1373
256, 389681.191131108, 394908.54971744947, 0.013414449, 1373
257, 389681.191131108, 394908.54971744947, 0.013414449, 1389
258, 389681.191131108, 394908.54971744947, 0.013414449, 1389
259, 389681.191131108, 394908.54971744947, 0.013414449, 1389
260, 389681.191131108, 394908.54971744947, 0.013414449, 1404
261, 389681.191131108, 394908.54971744947, 0.013414449, 1404
262, 389681.191131108, 394908.54971744947, 0.013414449, 1404
263, 389681.191131108, 394908.54971744947, 0.013414449, 1420
264, 389681.191131108, 394908.54971744947, 0.013414449, 1420
265, 389681.191131108, 394908.54971744947, 0.013414449, 1420
266, 389681.191131108, 394908.54971744947, 0.013414449, 1435
267, 389681.191131108, 394908.54971744947, 0.013414449, 1451
268, 389681.191131108, 394908.54971744947, 0.013414449, 1451
269, 389681.191131108, 394908.54971744947, 0.013414449, 1451
270, 389681.191131108, 394908.54971744947, 0.013414449, 1467
271, 389681.191131108, 394908.54971744947, 0.013414449, 1467
272, 389681.191131108, 394908.54971744947, 0.013414449, 1467
273, 389681.191131108, 394908.54971744947, 0.013414449, 1482
274, 389681.191131108, 394908.54971744947, 0.013414449, 1482
275, 389681.191131108, 394908.54971744947, 0.013414449, 1482
276, 389681.191131108, 394908.54971744947, 0.013414449, 1482
277, 389681.191131108, 394908.54971744947, 0.013414449, 1498
278, 389681.191131108, 394908.54971744947, 0.013414449, 1498
279, 389681.191131108, 394908.54971744947, 0.013414449, 1498
280, 389681.191131108, 394908.54971744947, 0.013414449, 1513
281, 389681.191131108, 394908.54971744947, 0.013414449, 1513
282, 389681.191131108, 394908.54971744947, 0.013414449, 1513
283, 389681.191131108, 394908.54971744947, 0.013414449, 1529
284, 389681.191131108, 394908.54971744947, 0.013414449, 1529
285, 389681.191131108, 394908.54971744947, 0.013414449, 1529
286, 389681.191131108, 394908.54971744947, 0.013414449, 1545
287, 389681.191131108, 394908.54971744947, 0.013414449, 1545
288, 389681.191131108, 394908.54971744947, 0.013414449, 1545
289, 389681.191131108, 394908.54971744947, 0.013414449, 1560
290, 389681.191131108, 394908.54971744947, 0.013414449, 1591
291, 389681.191131108, 394908.54971744947, 0.013414449, 1607
292, 389681.191131108, 394908.54971744947, 0.013414449, 1607
293, 389681.191131108, 394908.54971744947, 0.013414449, 1607
294, 389681.191131108, 394908.54971744947, 0.013414449, 1623
295, 389681.191131108, 394908.54971744947, 0.013414449, 1623
296, 389681.191131108, 394908.54971744947, 0.013414449, 1623
297, 389681.191131108, 394908.54971744947, 0.013414449, 1638
298, 389681.191131108, 394908.54971744947, 0.013414449, 1638
299, 389681.191131108, 394908.54971744947, 0.013414449, 1638
300, 389681.191131108, 394908.54971744947, 0.013414449, 1654
301, 389681.191131108, 394908.54971744947, 0.013414449, 1654
302, 389681.191131108, 394908.54971744947, 0.013414449, 1654
303, 389681.191131108, 394908.54971744947, 0.013414449, 1669
304, 389681.191131108, 394908.54971744947, 0.013414449, 1669
305, 389681.191131108, 394908.54971744947, 0.013414449, 1669
306, 389681.191131108, 394908.54971744947, 0.013414449, 1685
307, 389681.191131108, 394908.54971744947, 0.013414449, 1685
308, 389681.191131108, 394908.54971744947, 0.013414449, 1685
309, 389681.191131108, 394908.54971744947, 0.013414449, 1701
310, 389681.191131108, 394908.54971744947, 0.013414449, 1701
311, 389681.191131108, 394908.54971744947, 0.013414449, 1716
312, 389681.191131108, 394908.54971744947, 0.013414449, 1716
313, 389681.191131108, 394908.54971744947, 0.013414449, 1732
314, 389681.191131108, 394908.54971744947, 0.013414449, 1732
315, 389681.191131108, 394908.54971744947, 0.013414449, 1732
316, 389681.191131108, 394908.54971744947, 0.013414449, 1747
317, 389681.191131108, 394908.54971744947, 0.013414449, 1747
318, 389681.191131108, 394908.54971744947, 0.013414449, 1747
319, 389681.191131108, 394908.54971744947, 0.013414449, 1747
320, 389681.191131108, 394908.54971744947, 0.013414449, 1763
321, 389681.191131108, 394908.54971744947, 0.013414449, 1763
322, 389681.191131108, 394908.54971744947, 0.013414449, 1763
323, 389681.191131108, 394908.54971744947, 0.013414449, 1779
324, 389681.191131108, 394908.54971744947, 0.013414449, 1779
325, 389681.191131108, 394908.54971744947, 0.013414449, 1779
326, 389681.191131108, 394908.54971744947, 0.013414449, 1794
327, 389681.191131108, 394908.54971744947, 0.013414449, 1794
328, 389681.191131108, 394908.54971744947, 0.013414449, 1794
329, 389681.191131108, 394908.54971744947, 0.013414449, 1810
330, 389681.191131108, 394908.54971744947, 0.013414449, 1810
331, 389681.191131108, 394908.54971744947, 0.013414449, 1810
332, 389681.191131108, 394908.54971744947, 0.013414449, 1810
333, 389681.191131108, 394908.54971744947, 0.013414449, 1825
334, 389681.191131108, 394908.54971744947, 0.013414449, 1841
335, 389681.191131108, 394908.54971744947, 0.013414449, 1841
336, 389681.191131108, 394908.54971744947, 0.013414449, 1857
337, 389681.191131108, 394908.54971744947, 0.013414449, 1857
338, 389681.191131108, 394908.54971744947, 0.013414449, 1857
339, 389681.191131108, 394908.54971744947, 0.013414449, 1857
340, 389681.191131108, 394908.54971744947, 0.013414449, 1872
341, 389681.191131108, 394908.54971744947, 0.013414449, 1872
342, 389681.191131108, 394908.54971744947, 0.013414449, 1872
343, 389681.191131108, 394908.54971744947, 0.013414449, 1888
344, 389681.191131108, 394908.54971744947, 0.013414449, 1888
345, 389681.191131108, 394908.54971744947, 0.013414449, 1888
346, 389681.191131108, 394908.54971744947, 0.013414449, 1903
347, 389681.191131108, 394908.54971744947, 0.013414449, 1903
348, 389681.191131108, 394908.54971744947, 0.013414449, 1903
349, 389681.191131108, 394908.54971744947, 0.013414449, 1919
350, 389681.191131108, 394908.54971744947, 0.013414449, 1919
351, 389681.191131108, 394908.54971744947, 0.013414449, 1919
352, 389681.191131108, 394908.54971744947, 0.013414449, 1935
353, 389681.191131108, 394908.54971744947, 0.013414449, 1935
354, 389681.191131108, 394908.54971744947, 0.013414449, 1935
355, 389681.191131108, 394908.54971744947, 0.013414449, 1935
356, 389681.191131108, 394908.54971744947, 0.013414449, 1950
357, 389681.191131108, 394908.54971744947, 0.013414449, 1966
358, 389681.191131108, 394908.54971744947, 0.013414449, 1966
359, 389681.191131108, 394908.54971744947, 0.013414449, 1966
360, 389681.191131108, 394908.54971744947, 0.013414449, 1981
361, 389681.191131108, 394908.54971744947, 0.013414449, 1981
362, 389681.191131108, 394908.54971744947, 0.013414449, 1981
363, 389681.191131108, 394908.54971744947, 0.013414449, 1997
364, 389681.191131108, 394908.54971744947, 0.013414449, 1997
365, 389681.191131108, 394908.54971744947, 0.013414449, 1997
366, 389681.191131108, 394908.54971744947, 0.013414449, 2013
367, 389681.191131108, 394908.54971744947, 0.013414449, 2013
368, 389681.191131108, 394908.54971744947, 0.013414449, 2013
369, 389681.191131108, 394908.54971744947, 0.013414449, 2028
370, 389681.191131108, 394908.54971744947, 0.013414449, 2028
371, 389681.191131108, 394908.54971744947, 0.013414449, 2028
372, 389681.191131108, 394908.54971744947, 0.013414449, 2028
373, 389681.191131108, 394908.54971744947, 0.013414449, 2044
374, 389681.191131108, 394908.54971744947, 0.013414449, 2044
375, 389681.191131108, 394908.54971744947, 0.013414449, 2044
376, 389681.191131108, 394908.54971744947, 0.013414449, 2059
377, 389681.191131108, 394908.54971744947, 0.013414449, 2059
378, 389681.191131108, 394908.54971744947, 0.013414449, 2059
379, 389681.191131108, 394908.54971744947, 0.013414449, 2075
380, 389681.191131108, 394908.54971744947, 0.013414449, 2091
381, 389681.191131108, 394908.54971744947, 0.013414449, 2091
382, 389681.191131108, 394908.54971744947, 0.013414449, 2091
383, 389681.191131108, 394908.54971744947, 0.013414449, 2106
384, 389681.191131108, 394908.54971744947, 0.013414449, 2106
385, 389681.191131108, 394908.54971744947, 0.013414449, 2106
386, 389681.191131108, 394908.54971744947, 0.013414449, 2122
387, 389681.191131108, 394908.54971744947, 0.013414449, 2122
388, 389681.191131108, 394908.54971744947, 0.013414449, 2122
389, 389681.191131108, 394908.54971744947, 0.013414449, 2122
390, 389681.191131108, 394908.54971744947, 0.013414449, 2137
391, 389681.191131108, 394908.54971744947, 0.013414449, 2137
392, 389681.191131108, 394908.54971744947, 0.013414449, 2137
393, 389681.191131108, 394908.54971744947, 0.013414449, 2153
394, 389681.191131108, 394908.54971744947, 0.013414449, 2153
395, 389681.191131108, 394908.54971744947, 0.013414449, 2153
396, 389681.191131108, 394908.54971744947, 0.013414449, 2169
397, 389681.191131108, 394908.54971744947, 0.013414449, 2169
398, 389681.191131108, 394908.54971744947, 0.013414449, 2169
399, 389681.191131108, 394908.54971744947, 0.013414449, 2184
400, 389681.191131108, 394908.54971744947, 0.013414449, 2184
401, 389681.191131108, 394908.54971744947, 0.013414449, 2184
402, 389681.191131108, 394908.54971744947, 0.013414449, 2200
403, 389681.191131108, 394908.54971744947, 0.013414449, 2215
404, 389681.191131108, 394908.54971744947, 0.013414449, 2215
405, 389681.191131108, 394908.54971744947, 0.013414449, 2215
406, 389681.191131108, 394908.54971744947, 0.013414449, 2231
407, 389681.191131108, 394908.54971744947, 0.013414449, 2231
408, 389681.191131108, 394908.54971744947, 0.013414449, 2231
409, 389681.191131108, 394908.54971744947, 0.013414449, 2247
410, 389681.191131108, 394908.54971744947, 0.013414449, 2247
411, 389681.191131108, 394908.54971744947, 0.013414449, 2247
412, 389681.191131108, 394908.54971744947, 0.013414449, 2247
413, 389681.191131108, 394908.54971744947, 0.013414449, 2262
414, 389681.191131108, 394908.54971744947, 0.013414449, 2262
415, 389681.191131108, 394908.54971744947, 0.013414449, 2262
416, 389681.191131108, 394908.54971744947, 0.013414449, 2278
417, 389681.191131108, 394908.54971744947, 0.013414449, 2278
418, 389681.191131108, 394908.54971744947, 0.013414449, 2278
419, 389681.191131108, 394908.54971744947, 0.013414449, 2293
420, 389681.191131108, 394908.54971744947, 0.013414449, 2293
421, 389681.191131108, 394908.54971744947, 0.013414449, 2293
422, 389681.191131108, 394908.54971744947, 0.013414449, 2309
423, 389681.191131108, 394908.54971744947, 0.013414449, 2309
424, 389681.191131108, 394908.54971744947, 0.013414449, 2325
425, 389681.191131108, 394908.54971744947, 0.013414449, 2325
426, 389681.191131108, 394908.54971744947, 0.013414449, 2325
427, 389681.191131108, 394908.54971744947, 0.013414449, 2340
428, 389681.191131108, 394908.54971744947, 0.013414449, 2340
429, 389681.191131108, 394908.54971744947, 0.013414449, 2340
430, 389681.191131108, 394908.54971744947, 0.013414449, 2356
431, 389681.191131108, 394908.54971744947, 0.013414449, 2356
432, 389681.191131108, 394908.54971744947, 0.013414449, 2356
433, 389681.191131108, 394908.54971744947, 0.013414449, 2371
434, 389681.191131108, 394908.54971744947, 0.013414449, 2371
435, 389681.191131108, 394908.54971744947, 0.013414449, 2371
436, 389681.191131108, 394908.54971744947, 0.013414449, 2387
437, 389681.191131108, 394908.54971744947, 0.013414449, 2387
438, 389681.191131108, 394908.54971744947, 0.013414449, 2387
439, 389681.191131108, 394908.54971744947, 0.013414449, 2403
440, 389681.191131108, 394908.54971744947, 0.013414449, 2403
441, 389681.191131108, 394908.54971744947, 0.013414449, 2403
442, 389681.191131108, 394908.54971744947, 0.013414449, 2403
443, 389681.191131108, 394908.54971744947, 0.013414449, 2418
444, 389681.191131108, 394908.54971744947, 0.013414449, 2418
445, 389681.191131108, 394908.54971744947, 0.013414449, 2418
446, 389681.191131108, 394908.54971744947, 0.013414449, 2434
447, 389681.191131108, 394908.54971744947, 0.013414449, 2434
448, 389681.191131108, 394908.54971744947, 0.013414449, 2449
449, 389681.191131108, 394908.54971744947, 0.013414449, 2449
450, 389681.191131108, 394908.54971744947, 0.013414449, 2465
451, 389681.191131108, 394908.54971744947, 0.013414449, 2465
452, 389681.191131108, 394908.54971744947, 0.013414449, 2465
453, 389681.191131108, 394908.54971744947, 0.013414449, 2481
454, 389681.191131108, 394908.54971744947, 0.013414449, 2481
455, 389681.191131108, 394908.54971744947, 0.013414449, 2481
456, 389681.191131108, 394908.54971744947, 0.013414449, 2496
457, 389681.191131108, 394908.54971744947, 0.013414449, 2496
458, 389681.191131108, 394908.54971744947, 0.013414449, 2496
459, 389681.191131108, 394908.54971744947, 0.013414449, 2512
460, 389681.191131108, 394908.54971744947, 0.013414449, 2512
461, 389681.191131108, 394908.54971744947, 0.013414449, 2512
462, 389681.191131108, 394908.54971744947, 0.013414449, 2527
463, 389681.191131108, 394908.54971744947, 0.013414449, 2527
